date,open,high,low,close,adj_close,volume
2020-01-02,206.75,209.7899932861328,206.27000427246094,209.77999877929688,208.14657592773438,12077100
2020-01-03,207.2100067138672,210.39999389648438,206.9499969482422,208.6699981689453,207.04519653320312,11188400
2020-01-06,206.6999969482422,212.77999877929688,206.52000427246094,212.60000610351562,210.9446258544922,17058900
2020-01-07,212.82000732421875,214.5800018310547,211.75,213.05999755859375,211.4010467529297,14912400
2020-01-08,213.0,216.24000549316406,212.61000061035156,215.22000122070312,213.5442352294922,13475000
2020-01-09,217.5399932861328,218.3800048828125,216.27999877929688,218.3000030517578,216.60023498535156,12642800
2020-01-10,219.1999969482422,219.8800048828125,217.4199981689453,218.05999755859375,216.3621063232422,12119400
2020-01-13,219.60000610351562,221.97000122070312,219.2100067138672,221.91000366210938,220.18212890625,14463400
2020-01-14,221.61000061035156,222.3800048828125,218.6300048828125,219.05999755859375,217.3542938232422,13288900
2020-01-15,220.61000061035156,221.67999267578125,220.13999938964844,221.14999389648438,219.42803955078125,10036500
2020-01-16,222.57000732421875,222.6300048828125,220.38999938964844,221.77000427246094,220.043212890625,10015300
2020-01-17,222.02999877929688,222.2899932861328,220.52999877929688,222.13999938964844,220.4103240966797,15905900
2020-01-21,222.16000366210938,222.3699951171875,219.1199951171875,221.44000244140625,219.71580505371094,14275800
2020-01-22,222.30999755859375,222.75,221.27999877929688,221.32000732421875,219.5967254638672,12212800
2020-01-23,220.75,221.49000549316406,219.27000427246094,219.75999450683594,218.04884338378906,11195000
2020-01-24,220.8000030517578,221.77999877929688,216.11000061035156,217.94000244140625,216.2430419921875,11905800
2020-01-27,213.10000610351562,216.05999755859375,212.5,214.8699951171875,213.1969451904297,13810700
2020-01-28,216.13999938964844,218.74000549316406,213.52000427246094,217.7899932861328,216.09417724609375,13413800
2020-01-29,221.44000244140625,224.1999969482422,218.4499969482422,223.22999572753906,221.49185180664062,33181300
2020-01-30,206.52999877929688,211.42999267578125,204.75,209.52999877929688,207.8985137939453,48775500
2020-01-31,208.42999267578125,208.69000244140625,201.05999755859375,201.91000366210938,200.33787536621094,31359900
2020-02-03,203.44000244140625,205.13999938964844,202.5,204.19000244140625,202.60009765625,15495600
2020-02-04,206.6199951171875,210.60000610351562,205.1999969482422,209.8300018310547,208.19619750976562,19628900
2020-02-05,212.50999450683594,212.72999572753906,208.7100067138672,210.11000061035156,208.4739990234375,12538200
2020-02-06,210.47000122070312,211.19000244140625,209.33999633789062,210.85000610351562,209.208251953125,10567500
2020-02-07,210.3000030517578,212.82000732421875,209.92999267578125,212.3300018310547,210.67669677734375,12242500
2020-02-10,211.52000427246094,213.8000030517578,210.66000366210938,213.05999755859375,211.4010467529297,11856400
2020-02-11,210.19000244140625,210.86000061035156,206.50999450683594,207.19000244140625,205.57675170898438,25030800
2020-02-12,207.85000610351562,211.22000122070312,207.39999389648438,210.75999450683594,209.11895751953125,13813700
2020-02-13,209.52000427246094,214.3300018310547,209.17999267578125,213.13999938964844,211.48040771484375,15396600
2020-02-14,214.0,214.92999267578125,212.64999389648438,214.17999267578125,212.51231384277344,10741700
2020-02-18,213.5500030517578,217.97999572753906,213.39999389648438,217.8000030517578,216.10415649414062,15609200
2020-02-19,217.99000549316406,218.32000732421875,216.11000061035156,217.49000549316406,215.7965545654297,12135100
2020-02-20,216.52000427246094,218.77000427246094,212.9499969482422,214.5800018310547,212.90921020507812,13109200
2020-02-21,213.47999572753906,214.24000549316406,208.8300018310547,210.17999267578125,208.54345703125,14092300
2020-02-24,201.8000030517578,203.64999389648438,198.1699981689453,200.72000122070312,199.15713500976562,23080100
2020-02-25,202.25,203.5,195.9499969482422,196.77000427246094,195.23788452148438,21433500
2020-02-26,197.19000244140625,201.2100067138672,195.49000549316406,197.1999969482422,195.66453552246094,16524500
2020-02-27,191.82000732421875,195.8800048828125,189.5,189.75,188.27252197265625,21682600
2020-02-28,182.6999969482422,192.74000549316406,181.82000732421875,192.47000122070312,190.9713592529297,32568900
2020-03-02,194.02999877929688,196.57000732421875,188.85000610351562,196.44000244140625,194.9104461669922,24949000
2020-03-03,196.22000122070312,197.24000549316406,183.97000122070312,185.88999938964844,184.44261169433594,27984100
2020-03-04,189.1699981689453,191.8300018310547,186.38999938964844,191.75999450683594,190.26687622070312,23062500
2020-03-05,186.77999877929688,188.99000549316406,183.88999938964844,185.1699981689453,183.7281951904297,19333400
2020-03-06,178.3300018310547,183.77999877929688,176.25999450683594,181.08999633789062,179.67994689941406,24559600
2020-03-09,169.60000610351562,175.0,165.19000244140625,169.5,168.18020629882812,29949000
2020-03-10,174.6699981689453,178.2899932861328,169.5,178.19000244140625,176.80255126953125,24517800
2020-03-11,174.00999450683594,175.8800048828125,167.66000366210938,170.24000549316406,168.91444396972656,20373900
2020-03-12,159.5399932861328,166.60000610351562,154.33999633789062,154.47000122070312,153.26722717285156,43266300
2020-03-13,163.52999877929688,170.7899932861328,157.60000610351562,170.27999877929688,168.95411682128906,35028600
