date,open,high,low,close,adj_close,volume
2020-01-02,231.0,234.63999938964844,230.16000366210938,234.32000732421875,201.23204040527344,3736300
2020-01-03,231.60000610351562,232.61000061035156,230.3000030517578,231.5800018310547,198.8789520263672,2274500
2020-01-06,229.92999267578125,234.02000427246094,229.49000549316406,233.9499969482422,200.914306640625,3329300
2020-01-07,235.0,237.77000427246094,234.75999450683594,235.49000549316406,202.23680114746094,5255200
2020-01-08,235.67999267578125,239.75,235.47999572753906,237.75999450683594,204.18629455566406,3564700
2020-01-09,241.33999633789062,243.39999389648438,239.82000732421875,242.60000610351562,208.3428192138672,3980700
2020-01-10,242.75,243.38999938964844,241.38999938964844,242.11000061035156,207.92201232910156,2248100
2020-01-13,244.44000244140625,246.11000061035156,243.0,245.2100067138672,210.5842742919922,3359200
2020-01-14,245.32000732421875,248.52000427246094,244.60000610351562,245.66000366210938,210.97076416015625,4302800
2020-01-15,242.0,249.5,239.16000366210938,245.2100067138672,210.5842742919922,5411200
2020-01-16,247.00999450683594,249.82000732421875,246.22999572753906,249.72000122070312,214.45742797851562,3968400
2020-01-17,250.22999572753906,250.4600067138672,248.0,249.4600067138672,214.234130859375,3108400
2020-01-21,247.2100067138672,248.85000610351562,245.60000610351562,245.6999969482422,211.00506591796875,2492400
2020-01-22,246.61000061035156,248.52000427246094,246.33999633789062,247.0500030517578,212.1644744873047,2030900
2020-01-23,244.5,247.0,242.8800048828125,245.5800018310547,210.9020233154297,2806800
2020-01-24,245.07000732421875,245.7100067138672,240.60000610351562,241.9199981689453,207.7588348388672,2877400
2020-01-27,236.3699951171875,238.99000549316406,235.00999450683594,238.13999938964844,204.5126495361328,2506200
2020-01-28,239.49000549316406,243.5800018310547,238.0500030517578,242.5800018310547,208.3256378173828,3123000
2020-01-29,244.52000427246094,246.5,239.57000732421875,240.1199951171875,206.21302795410156,3711600
2020-01-30,237.69000244140625,244.33999633789062,236.72999572753906,244.1300048828125,209.65679931640625,3261700
2020-01-31,241.99000549316406,242.88999938964844,236.8800048828125,237.75,204.17767333984375,3482800
2020-02-03,238.36000061035156,242.38999938964844,238.0500030517578,239.00999450683594,205.25978088378906,2733000
2020-02-04,242.8800048828125,243.74000549316406,241.5500030517578,241.94000244140625,207.77606201171875,3052500
2020-02-05,244.99000549316406,245.1300048828125,243.0,244.3000030517578,209.80279541015625,3126600
2020-02-06,245.35000610351562,245.77000427246094,241.17999267578125,241.82000732421875,207.6730194091797,2225600
2020-02-07,239.75,240.52000427246094,236.5500030517578,238.0,204.39239501953125,3006500
2020-02-10,237.39999389648438,237.8699951171875,235.4600067138672,237.36000061035156,203.8427276611328,2591300
2020-02-11,239.0,239.5500030517578,236.22000122070312,236.4600067138672,203.06983947753906,2238800
2020-02-12,238.00999450683594,241.17999267578125,237.72000122070312,238.64999389648438,204.95062255859375,2119200
2020-02-13,237.85000610351562,238.97000122070312,236.57000732421875,238.35000610351562,204.69297790527344,1461300
2020-02-14,237.94000244140625,239.00999450683594,236.22999572753906,237.0800018310547,203.6023406982422,1718700
2020-02-18,236.5500030517578,237.07000732421875,231.1999969482422,233.2100067138672,200.27880859375,2736500
2020-02-19,235.0,237.8000030517578,233.27999877929688,237.3300018310547,203.81703186035156,2207100
2020-02-20,236.41000366210938,236.89999389648438,231.25,232.72999572753906,199.86656188964844,3183700
2020-02-21,230.91000366210938,231.8000030517578,228.3699951171875,230.6199951171875,198.05450439453125,3081600
2020-02-24,223.22999572753906,226.69000244140625,222.5399932861328,224.5399932861328,192.8330841064453,4139400
2020-02-25,224.77999877929688,225.8699951171875,215.88999938964844,217.61000061035156,186.8816375732422,5343100
2020-02-26,218.6999969482422,220.0,214.75999450683594,215.77999877929688,185.31004333496094,4171100
2020-02-27,210.49000549316406,213.47999572753906,205.3699951171875,205.69000244140625,176.6448516845703,5848200
2020-02-28,199.08999633789062,202.25,194.85000610351562,200.77000427246094,173.47378540039062,6727100
2020-03-02,201.41000366210938,209.6199951171875,197.6300048828125,209.47000122070312,180.990966796875,5285500
2020-03-03,209.0,211.7899932861328,202.1199951171875,203.42999267578125,175.7721405029297,5677200
2020-03-04,205.83999633789062,208.9199981689453,202.6999969482422,208.74000549316406,180.36019897460938,3520400
2020-03-05,201.3300018310547,203.47000122070312,196.9499969482422,198.7899932861328,171.76303100585938,4151500
2020-03-06,190.67999267578125,196.3000030517578,189.27999877929688,192.85000610351562,166.63059997558594,5071900
2020-03-09,173.5800018310547,179.25,170.16000366210938,172.80999755859375,149.31517028808594,6443000
2020-03-10,181.6199951171875,185.39999389648438,173.2899932861328,184.35000610351562,159.2862091064453,6803900
2020-03-11,178.47999572753906,180.77000427246094,170.97000122070312,171.88999938964844,148.52027893066406,5314000
2020-03-12,160.0,166.75,150.0,150.67999267578125,130.19390869140625,8357700
2020-03-13,162.82000732421875,177.55999755859375,152.35000610351562,177.1699981689453,153.08238220214844,6368400
2020-03-16,150.22999572753906,169.5399932861328,150.0,154.66000366210938,133.63279724121094,6888000
2020-03-17,157.0,166.74000549316406,150.0,158.6699981689453,137.09762573242188,6876300
2020-03-18,150.0,155.97000122070312,135.41000366210938,140.02000427246094,120.98321533203125,9543200
2020-03-19,137.3800048828125,152.49000549316406,130.85000610351562,149.49000549316406,129.16574096679688,6548200
2020-03-20,148.99000549316406,149.19000244140625,138.2899932861328,138.41000366210938,119.59212493896484,7561300
2020-03-23,136.02999877929688,141.94000244140625,133.25999450683594,134.97000122070312,116.61981964111328,5472600
2020-03-24,144.32000732421875,153.89999389648438,143.6300048828125,153.60000610351562,132.71694946289062,6647400
2020-03-25,154.60000610351562,162.2100067138672,145.32000732421875,155.1300048828125,134.0388946533203,8587800
2020-03-26,156.3699951171875,167.66000366210938,154.30999755859375,165.7899932861328,143.24961853027344,6762200
2020-03-27,159.0800018310547,163.72999572753906,157.0,158.33999633789062,136.81246948242188,4186700
2020-03-30,158.52000427246094,160.42999267578125,153.17999267578125,159.6199951171875,137.91847229003906,4152800
2020-03-31,158.1300048828125,161.10000610351562,153.72000122070312,154.58999633789062,133.57232666015625,3588200
2020-04-01,146.10000610351562,149.57000732421875,145.0,145.2899932861328,125.5367202758789,4689100
2020-04-02,143.02000427246094,150.4499969482422,141.6699981689453,149.92999267578125,129.54588317871094,4446900
2020-04-03,149.1999969482422,150.9199981689453,145.22999572753906,146.92999267578125,126.95376586914062,2801600
2020-04-06,155.47000122070312,158.92999267578125,153.77000427246094,158.22999572753906,136.71746826171875,4689400
2020-04-07,166.0,169.13999938964844,162.4499969482422,166.02000427246094,143.44833374023438,4953500
2020-04-08,168.5500030517578,178.10000610351562,168.5500030517578,176.9600067138672,152.90098571777344,5194800
2020-04-09,180.5800018310547,187.3300018310547,179.77000427246094,184.25999450683594,159.20848083496094,6445800
2020-04-13,183.85000610351562,184.97000122070312,179.1300048828125,179.17999267578125,154.81912231445312,4774300
2020-04-14,182.35000610351562,183.3800048828125,174.5399932861328,178.22999572753906,153.9983367919922,4149600
2020-04-15,170.6300048828125,181.67999267578125,169.14999389648438,178.52000427246094,154.2488555908203,6042700
2020-04-16,177.22000122070312,178.44000244140625,172.38999938964844,177.0399932861328,152.9700927734375,4662200
